,Academic Courses,Learning Outcomes,Undergraduate Program,Graduate Program,Immersive Experience,Sustainability Literacy Assessment,Incentives for Developing Courses,Campus as a Living Laboratory,Research and Scholarship,Support for Sustainability Research,Open Access to Research,Student Educators Program,Student Orientation,Student Life,Outreach Materials and Publications,Outreach Campaign,Assessing Sustainability Culture,Employee Educators Program,Employee Orientation,Staff Professional Development and Training,Community Partnerships,Inter-Campus Collaboration,Continuing Education,Community Service,Participation in Public Policy,Trademark Licensing,Emissions Inventory and Disclosure,Greenhouse Gas Emissions,Building Design and Construction,Building Operations and Maintenance,Building Energy Efficiency,Clean and Renewable Energy,Food and Beverage Purchasing,Sustainable Dining,Landscape Management,Biodiversity,Sustainable Procurement,Electronics Purchasing,Cleaning and Janitorial Purchasing,Office Paper Purchasing,Campus Fleet,Commute Modal Split,Support for Sustainable Transportation,Waste Minimization and Diversion,Construction and Demolition Waste Diversion,Hazardous Waste Management,Water Use,Rainwater Management,Sustainability Coordination,Sustainability Planning,Inclusive and Participatory Governance,Reporting Assurance,Diversity and Equity Coordination,Assessing Diversity and Equity,Support for Underrepresented Groups,Affordability and Access,Committee on Investor Responsibility,Sustainable Investment,Investment Disclosure,Employee Compensation,Assessing Employee Satisfaction,Wellness Program,Workplace Health and Safety,Bicycle Friendly University,Carbon Mitigation Project Development,Community Garden,External Reporting Assurance,Fair Trade Campus,Food Bank,Green Athletics,Green Event Certification,Green Laboratory Program,Grounds Certification,Network for Student Social Innovation,Online Sustainability Course,Serving Underrepresented Students,Sustainability Projects Fund,Voter Education and Support,Innovation A,Innovation B,Innovation C,Link,Support for Research,Staff Professional Development,Outdoor Air Quality,Building Energy Consumption,Student Commute Modal Split,Employee Commute Modal Split,Participatory Governance,Pre-Submission Review,Sustainability Course Designation,Innovation D,Green Laboratories,Sustainable Dining Certification,Single-Use Plastic Ban,Certified Green Cleaning,Dining Services Certification,Diversity and Equity Recognition,Textbook Affordability,Zero Waste Certification,Wellbeing Certification,Natural Wastewater Systems,Campus Pride Index,Nitrogen Footprint,Adjunct Faculty Compensation,Pest Management Certification,Serving Underrepresented Groups,Social Enterprise,Spend Analysis,Stakeholder Engagement Standard,Stormwater Modeling,Student Living Wage,Sustainability Office Diversity Program,Water Balance,Work College,Full-Time Faculty Employment,Sanctuary Institution,Anchor Institution Network,Pay Scale Equity,NSSE Sustainability Education Consortium,Community Stakeholder Engagement,Hospital Network,Center for Sustainability Across the Curriculum,Academy-Industry Connections,Green Cleaning Certification,Fleet Certification,Laboratory Animal Welfare,Energy System Certification,Campus Water Balance,Health and Safety Management Certification,sum
california state polytechnic university pomona ca,10.93,3.2,3,3,2,0,0,2.8,7.58,0,0,3.72,1.7,2,2,4,0,0,1,0,3,2.5,3.67,1.08,2,0,0,6.32,2.72,0.38,0,0.13,0.16,1.5,0.04,2,1.5,0,0.51,0.56,0.24,0,1.2,5.43,0.84,1,4,1,1,3.5,0,0,0.83,0,2.42,1.7,0,0,0,2.12,0,1,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/2020-05-15/,2,1.5,0,5.32,0.66,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.98
ball state university in,5.37,0.05,3,3,2,0,0,4,12,4,2,0,1.8,1.25,2,4,0,0.06,1,1.25,3,2.5,5,0.88,2,2,2.69,3.8,2.5,0.94,3.69,0,0.96,1.68,1.09,2,2.5,0.86,0.54,0.3,0.16,0,0.6,3.54,0.91,1,1.56,2,1,4,2.12,1,1.44,0,2.75,2.72,0,0.78,0,0.99,0,1,0.65,0,0,0,0,0,0.5,0,0,0.25,0.5,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/ball-state-university-in/report/2021-07-21/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.93
goshen college in,9.13,7.3,3,0,2,0,2,4,9.69,4,0.67,2.08,2,2,1.6,4,0,0,0.25,0,3,2,5,4.03,1.33,2,1.56,6.58,0,0,4.45,1.2,0,1.8,1.69,2,0.5,0,0,0,0.55,0,0.2,0.55,0,1,2.67,1,1,2.5,1.13,1,1.89,0.88,1.92,2.77,0,3,0,0.37,1,1,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/goshen-college-in/report/2020-03-06/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.91
macewan university ab,10.77,1.63,0,0,2,0,2,4,12,0,2,4,2,2,2,4,0,3,1,0,3,3,3,2.83,2,0,0,3.68,0,1.3,0,0,0.76,1.63,1,1,1.5,1,1,0.46,0.32,0,1.6,3.53,0,0.5,0.22,0.5,1,4,0,0,1.44,0,1.83,1,0,0,0,1.32,0,1,0.9,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/macewan-university-ab/report/2018-08-31/,3,1.5,1,2.85,1.24,1.34,1.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.65
case western reserve university oh,5.77,1.15,3,3,2,4,0,2.4,7.04,0,0,1.38,1,2,2,4,0,0,1,0,3,2.5,2.79,2.64,2,0,0,5.34,1.96,1.88,0,0.01,1.06,2,0.68,2,2,1,0.62,0.22,0.04,0,2,2.32,0.89,1,5.52,1,1,2.75,0,0,1.33,1,3,3.38,0,0.1,0,0.84,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/2018-03-02/,3,1.25,0,4.2,1.64,0.62,1.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.57
san francisco state university ca,1.67,0.58,3,3,2,0,2,4,8.52,0,0,1.35,2,2,2,4,0,0,1,0,3,3,2.28,0.21,2,0,0,5.4,3,1.25,0,0.04,0,2,0,2,2,1,0.92,0.67,1,0,1.8,3.5,0.75,1,6,2,1,2.75,0,0,1.78,1,2.92,3.13,1,1.73,0,0,0,1,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://reports.aashe.org/institutions/san-francisco-state-university-ca/report/2018-06-08/,0,1.5,1,5.53,1.47,1.07,1.75,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,115.49
california state university monterey bay ca,5.68,3.04,3,3,2,1,2,4,9.81,2,1.33,1.53,1.74,2,1.6,4,0,1.6,1,0,3,3,0,1.47,2,0,1.56,3.39,2.75,1,3.72,0.67,2.13,1.8,0,2,2.5,1,0.85,0.4,0.1,2.34,1,2.07,0.86,1,2.73,2,1,3,2.25,0,1.56,1,2.83,2.58,0,0,0,0,0,1,1.57,0.25,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/2021-02-21/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.21
university of southern california ca,4.85,2.14,3,3,2,0,2,4,4.81,4,0.67,1.12,0.7,2,2,4,0.5,0.84,0.35,1.25,3,3,5,1.33,2,1,2.46,3.95,0.53,1.96,2.84,0,3.24,1.88,1,2,0.5,0.55,0.49,0.62,0.23,3.75,1,0.88,0.61,1,1.76,2,1,2.5,1.88,1,1,1,2.33,3,0,1.25,0,0.16,1,1,1.5,0,0,0,0.5,0,0.5,0.25,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/university-of-southern-california-ca/report/2021-07-29/,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,115.18
rochester institute of technology ny,8.51,1.88,3,3,2,0,2,4,11.19,0,0,0,2,2,2,4,0,0,1,0,3,3,0,0.26,2,0,0,6.77,2.73,1.5,0,0.29,0,1.63,1,2,1,0.63,0.86,0.01,1,0,2,3.94,0.6,1,1.15,1,1,3,0,0,1.33,0.88,2.17,3.09,0,0.35,0,0,1,1,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/rochester-institute-of-technology-ny/report/2018-03-30/,4,1.25,0.5,4.14,1.6,0.2,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.06
university of saskatchewan sk,8.13,0.18,3,3,2,2,2,4,11.13,0,1,0.21,2,2,2,4,1,1.31,1,0,3,3,4.86,0.65,0,0,0,2.96,0.29,0.5,0,0,0.92,2,2,2,2,0.92,1,0.17,0,0,1.4,3.27,0.37,0.5,0.21,0.5,1,4,0,0,0.83,0.5,1.17,1,0,0.33,1,1.15,1,1,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/university-of-saskatchewan-sk/report/2020-03-05/,4,1.25,1,3.56,1.64,1.26,1.75,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.69
british columbia institute of technology bc,8.95,4.01,3,3,2,0,2,4,9.15,3,1.33,0,0,2,1.6,4,0,0,1,1.5,3,2.5,5,0.5,1.33,0,1.98,8,0,0,2.82,1.89,1.22,2,1,0.5,0.5,0,0.42,0.85,0.61,0,0.8,5.71,0,1,0,0.5,1,4,2.25,1,1.89,0.5,1.33,0,0,0,0,2.25,1,0.75,1.88,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/british-columbia-institute-of-technology-bc/report/2021-03-30/,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,114.52
montana state university mt,10.45,6.26,3,3,2,0,0,4,9.07,0,2,0.91,2,2,2,4,0,0,0,0,3,3,1.44,0.27,0,2,0,6.33,2.31,0,0,0,1.17,2,1,0,1.75,0,0.13,0,0.01,0,1,3.35,0.95,1,3.69,1,1,3,0,0,1.33,0.38,2.5,2.78,0,0,0,0.3,0.3,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,https://reports.aashe.org/institutions/montana-state-university-mt/report/2019-02-19/,3,1.25,1,3.65,1.26,0.65,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.74
central community college ne,9.64,1.78,3,0,2,1,2,4,10,2,0,2.11,0.07,2,2,4,0,2.18,0,1.75,3,3,3.28,1.38,2,0,2.08,4.29,1.06,0.28,4.91,1.23,0.44,2,0.79,2,0,0,0.69,0,0.48,0.21,0.2,2.95,0,0.5,4.77,1,1,4,2.13,1,1.44,0.75,1.83,2.29,0,0.82,0,0,0.59,1,1.14,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/central-community-college-ne/report/2020-03-03/,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.56
university of nebraska at omaha ne,10.75,5.45,3,3,2,0,2,4,12,0,2,0,0.4,1.5,2,4,1,0,0.56,0,3,3,2,3.34,0,0,0,4.28,1.25,0,0,0.21,0,1.13,0.06,2,1.75,0.96,0.85,0.25,0.04,0,1.4,2.99,0,1,1.56,1,1,3.5,0,0,1.67,0.75,2,2.93,0,0,0,0,1,1,0.76,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/university-of-nebraska-at-omaha-ne/report/2019-03-19/,2,1.25,0.5,3.66,0.78,0.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,113.41
hobart and william smith colleges ny,10.74,3.03,3,0,2,4,0,4,6.53,3,0,2.68,1.96,2,2,4,1,0,1,0,3,2,0,4.49,0.67,2,1.67,4.86,0,2,3.15,1.09,1.47,2,1,0.5,0,0.3,1,0,0.13,3.64,0.6,3.6,0,1,4,1,1,1.5,1.38,0,1.67,1,2,3,0,0.08,0,0,0,0.5,1.76,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0,https://reports.aashe.org/institutions/hobart-and-william-smith-colleges-ny/report/2021-03-05/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.25
carleton college mn,11.1,0.13,3,0,2,0,0,4,6.09,4,0,3.91,2,2,2,4,0.25,0,1,0.25,3,3,0,3.75,0,0,2.79,5.65,0,0,5.52,0.92,0.78,1.8,0,2,1.5,0,0.85,0,0.22,3.97,1,4.25,0.66,1,0.89,1,1,2,2,0,1.78,0.75,1.83,3,2,1.17,0,1.55,0.85,0.5,1.03,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/carleton-college-mn/report/2021-03-05/,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.24
georgia institute of technology ga,8.65,2.02,3,3,2,1,2,4,11.84,4,1.33,1.94,0.92,2,2,4,0.25,2.18,0,1.25,3,3,0.98,0.55,0,2,1.46,2.83,0.52,1.36,2.87,0.01,1.38,2,1,1,0,0.79,0.62,0.19,0.25,2.91,1,0.89,0.9,1,0,2,1,4,1.13,0,1.67,1,2.17,2.77,0,0,0,0.62,0.19,1,1.48,0.25,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/2021-03-02/,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,113.17
mills college ca,5.95,2.17,3,1.5,2,0,2,3.6,12,4,0,4,2,2,2,4,0.5,1.51,1,0,3,1.5,0,1.92,0.67,0,1.46,5.18,1.25,0,3.16,0.01,2.43,2,1.4,0,1.75,1,0.53,1,0.27,2.51,1,4.26,0.98,0.5,2.67,0.5,1,4,1.25,0,1.44,0.88,1.75,2.58,0.5,0,0,0,0,1,1.17,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,https://reports.aashe.org/institutions/mills-college-ca/report/2021-02-10/,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
university of tennessee at knoxville tn,7.06,0.7,3,3,2,1,2,4,11.88,0,1,0.44,1.83,2,2,4,0.25,0,0.16,0,3,3,4.26,1.08,0.67,2,0,4.91,1.08,1,0,0.31,0.15,2,0.21,0,1.75,0.95,0.63,0.09,0.03,0,2,2.62,0.9,1,1.85,2,1,3.25,0,0,1.67,0.75,3,2.33,0,0,0,0,0.62,1,0.69,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/university-of-tennessee-at-knoxville-tn/report/2020-03-06/,3,1.25,1,2.68,0.45,0.2,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.95
ecole de technologie superieure qc,14,6.6,1.5,3,2,2,0,4,12,0,0,4,2,2,2,4,0.5,0,1,0,3,3,3,0.01,1.33,0,0,0,2.83,1.5,0,0.61,0,1.88,0.09,0,1.75,0.25,0.99,0.32,0.18,0,1.8,3.58,0.91,1,0,0.5,1,0,0,0,1.06,0,1.08,2.51,0,0,0,1.65,1,1,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/ecole-de-technologie-superieure-qc/report/2018-11-14/,3,1.5,0,2.87,1.86,1.62,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,112.83
university of north carolina greensboro nc,4.52,1.61,3,3,2,0,2,4,9.23,0,2,0,1.6,2,2,4,0.5,0,1,0,2,1.5,0,3.96,0,2,0,2,1.47,2,0,0,0,2,1,1,1.75,1,0.57,0.55,0.34,0,2,4.38,0.97,0.5,4.57,0.5,1,4,0,0,1.67,0.63,2,3.05,0,0,0,1.8,1,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,https://reports.aashe.org/institutions/university-of-north-carolina-greensboro-nc/report/2019-02-07/,4,1.75,1,3.47,1.7,0.68,1.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,112.82
university of idaho id,7.2,0.47,3,3,2,2,0,4,8.43,0,0,4,1.61,2,2,2,0.5,0,0,0,3,3,2,1.62,0.67,0,0,5.63,2.43,1.58,0,2.42,0,1.88,0,0,2.25,0.01,0.63,0.19,0.02,0,1.8,3.05,0.45,0.75,3.94,1,1,4,0,0,1.56,0.63,1.5,3.37,0,0,0,0.62,1,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/university-of-idaho-id/report/2019-02-27/,4,0,1,4.39,1.34,0.72,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.42
villanova university pa,5.18,1.27,3,3,2,0,2,4,11.22,3,1.33,2.37,1.04,2,2,4,0,0,0.65,0,3,2,0,4.6,0.67,2,1.9,3.42,1.22,0,4.57,0,1.5,1.68,0.7,1,0.5,1,0.9,0.26,0.06,2.87,1,5.01,0.6,0.75,1.34,0.5,1,4,1.88,1,1.56,0.38,3,2.9,2,0.67,0,0,1,0.75,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/villanova-university-pa/report/2021-09-16/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.27
endicott college ma,8.59,8,3,3,2,0,2,4,0,0,0,2.27,2,2,2,4,0,3,1,0,3,3,3,2.49,1.33,0,0,5.18,1.25,1.5,0,0,0,2,1.15,1,2.5,0.67,0.22,0.4,0.31,0,1.4,5.13,0.93,1,2.38,2,1,1,0,0,1.33,0,1.5,2.77,0,0,0,0,1,1,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/endicott-college-ma/report/2019-08-08/,0,2,0.5,3.43,1.82,0.3,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.26
california state university fullerton ca,5.57,0.44,1.5,3,2,0,0,3.2,10.73,0,0,0.01,1.68,2,2,4,0,0,1,0,3,2.5,0,3.25,1.33,2,0,5.39,2.86,1.5,0,0.22,0.05,1.88,0.88,2,1.5,0.97,0.95,0.31,0.63,0,2,5.92,0.7,1,5.41,2,1,2.75,0,0,1.33,0,3,3,0,0,0,1.19,0.33,1,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/2019-03-01/,2,1,1,2.96,0.5,0.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.95
auburn university al,9.18,0.37,3,3,2,2,2,4,12,0,0,2.62,2,2,2,4,0,0.7,1,0,3,3,0.9,2.4,0,0,0,3.44,0.62,1.5,0,0,0,1.75,0.45,1,2,0.56,0.69,0.04,0.05,0,1.4,2.74,0.93,0.75,2.67,1,1,2.5,0,0,1.33,1,2.83,2.91,0,0,0,0.19,0.2,1,1.25,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,1,https://reports.aashe.org/institutions/auburn-university-al/report/2019-01-23/,4,1.25,1,2.46,1.42,0.21,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.81
hope college mi,6.55,0.7,3,0,2,1,2,4,12,3,2,2.01,2,2,1.6,4,0.5,0.15,0.8,1.25,3,1,3,1.97,0.67,0,1.42,3.75,1.13,2,3.62,0,0.53,1.8,0.95,2,1.5,0,0.94,0,0.06,2.56,1,1.78,0.9,1,3.87,0.5,1,1,1.63,0,1.33,0.88,2.42,2.81,0,0,0,1.5,0.9,1,1.24,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,https://reports.aashe.org/institutions/hope-college-mi/report/2020-03-06/,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.72
pacific university or,10.99,2.65,3,3,2,0,2,3.6,5.25,0,0,1.96,1,2,2,4,0.25,0,1,0,3,3,3,2.46,0.67,0,0,6.68,2.5,1,0,0,1.22,2,0.17,1,2.25,0,0.92,0.25,1,0,2,3.15,0,1,0,1,1,1.25,0,0,1.33,0,2,2.55,0,4,0,0.33,1,1,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/pacific-university-or/report/2018-12-20/,2,0,0,3.43,0.5,0.52,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,110.57
university of maryland baltimore county md,5.29,2.2,3,3,2,0,2,4,5.34,4,0.67,0.49,1,2,1.6,4,1,0,1,1.5,3,2.5,0,0.37,2,2,2,1.51,1.27,1,4.62,0.86,0,2,1,2,3,0,0,0,0.11,0.57,1,4.3,0,1,4,2,1,3,1.63,0,1.33,1,2.92,1.93,1.5,2.23,0,0.75,0.8,1,0.93,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,https://reports.aashe.org/institutions/university-of-maryland-baltimore-county-md/report/2020-02-25/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,110.22
pratt institute ny,9.79,2.32,1.5,3,2,2,2,4,12,4,0,2.05,2,1.25,0.8,2,0,2.19,0,1.25,3,1.5,2.63,0,1.33,0,2.69,2.93,1.25,0,3.46,0,0.3,1.3,2,0,0.5,0.95,0.7,0.03,0.1,4.39,0.4,4.75,0.91,1,1.95,0.5,1,3.5,1.63,0,1.78,1,1.5,2.61,0,0,0,0,1,1,1.48,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/pratt-institute-ny/report/2021-03-05/,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.22
university of mount union oh,8.41,3.62,3,0,2,4,2,4,8.15,0,0,4,2,2,2,4,0.5,0,1,0,3,2,3,4.06,0.67,0,0,4.36,1.25,0,0,0.42,0,1,0,2,1.75,0.51,0.77,0,0.16,0,1.2,2.12,0,1,4,0.5,1,4,0,0,1.67,0,2.33,0.5,0,0.33,0,0,1,1,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/university-of-mount-union-oh/report/2021-03-22/,4,1,0,3.37,1.27,0.1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.07
california state university long beach ca,5.93,2.59,1.5,3,2,0,2,4,5.81,1,2,0,1.66,2,1.2,4,0,0,0.34,0,1,2.5,0,0.23,2,2,2.17,4.48,1.98,1,2.95,0.33,1.18,1.8,0.53,0,2.75,0.23,0.52,0.16,0.62,2.2,1,3.02,0.84,1,3.16,2,1,4,2,0,1.33,0.88,3,2.69,2,1.16,0,0,0,1,1.39,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/2021-01-29/,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.25,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,109.38
university of alabama at birmingham al,1.63,1.05,1.5,3,2,0,2,4,11.76,0,0,4,1.26,2,2,4,0.5,3,1,0,3,3,3,4.4,0.67,0,0,2.36,1.31,1,0,0,0,1.75,1,0,2.25,0,0.81,0,0.04,0,2,4.76,1,0.5,0.54,1,1,4,0,0,1.67,1,3,3.02,0,0,0,0.35,1,1,0.42,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/university-of-alabama-at-birmingham-al/report/2020-02-07/,2,1,0.5,2.5,0.35,0.22,2.25,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.37
